Symbol,Date,Close
ETH,2015-08-08 23:59:59,0.7533249855
ETH,2015-08-09 23:59:59,0.7018970251
ETH,2015-08-10 23:59:59,0.7084479928
ETH,2015-08-11 23:59:59,1.067860007
ETH,2015-08-12 23:59:59,1.217440009
ETH,2015-08-13 23:59:59,1.827669978
ETH,2015-08-14 23:59:59,1.827870011
ETH,2015-08-15 23:59:59,1.688899994
ETH,2015-08-16 23:59:59,1.566030025
ETH,2015-08-17 23:59:59,1.203609943
ETH,2015-08-18 23:59:59,1.087049961
ETH,2015-08-19 23:59:59,1.258859992
ETH,2015-08-20 23:59:59,1.464920044
ETH,2015-08-21 23:59:59,1.395290017
ETH,2015-08-22 23:59:59,1.379230022
ETH,2015-08-23 23:59:59,1.352589965
ETH,2015-08-24 23:59:59,1.231269956
ETH,2015-08-25 23:59:59,1.140190005
ETH,2015-08-26 23:59:59,1.159980059
ETH,2015-08-27 23:59:59,1.147699952
ETH,2015-08-28 23:59:59,1.191380024
ETH,2015-08-29 23:59:59,1.182549953
ETH,2015-08-30 23:59:59,1.319270015
ETH,2015-08-31 23:59:59,1.358240008
ETH,2015-09-01 23:59:59,1.351609945
ETH,2015-09-02 23:59:59,1.29479003
ETH,2015-09-03 23:59:59,1.26493001
ETH,2015-09-04 23:59:59,1.274410009
ETH,2015-09-05 23:59:59,1.338809967
ETH,2015-09-06 23:59:59,1.295830011
ETH,2015-09-07 23:59:59,1.246649981
ETH,2015-09-08 23:59:59,1.242429972
ETH,2015-09-09 23:59:59,1.206509948
ETH,2015-09-10 23:59:59,1.165770054
ETH,2015-09-11 23:59:59,0.9829779863
ETH,2015-09-12 23:59:59,1.038740039
ETH,2015-09-13 23:59:59,0.9360030293
ETH,2015-09-14 23:59:59,0.8756219745
ETH,2015-09-15 23:59:59,0.9444100261
ETH,2015-09-16 23:59:59,0.9071750045
ETH,2015-09-17 23:59:59,0.8742309809
ETH,2015-09-18 23:59:59,0.8536850214
ETH,2015-09-19 23:59:59,0.882390976
ETH,2015-09-20 23:59:59,0.938444972
ETH,2015-09-21 23:59:59,0.919046998
ETH,2015-09-22 23:59:59,0.9017959833
ETH,2015-09-23 23:59:59,0.8934059739
ETH,2015-09-24 23:59:59,0.8136100173
ETH,2015-09-25 23:59:59,0.7362229824
ETH,2015-09-26 23:59:59,0.7859640121
ETH,2015-09-27 23:59:59,0.7208390236
ETH,2015-09-28 23:59:59,0.5828859806
ETH,2015-09-29 23:59:59,0.6611459851
ETH,2015-09-30 23:59:59,0.7386440039
ETH,2015-10-01 23:59:59,0.6902149916
ETH,2015-10-02 23:59:59,0.6785740256
ETH,2015-10-03 23:59:59,0.6871709824
ETH,2015-10-04 23:59:59,0.6683790088
ETH,2015-10-05 23:59:59,0.6286429763
ETH,2015-10-06 23:59:59,0.6506450176
ETH,2015-10-07 23:59:59,0.6093879938
ETH,2015-10-08 23:59:59,0.6217160225
ETH,2015-10-09 23:59:59,0.6506279707
ETH,2015-10-10 23:59:59,0.6278570294
ETH,2015-10-11 23:59:59,0.634962976
ETH,2015-10-12 23:59:59,0.6260300279
ETH,2015-10-13 23:59:59,0.6076549888
ETH,2015-10-14 23:59:59,0.5229679942
ETH,2015-10-15 23:59:59,0.5618780255
ETH,2015-10-16 23:59:59,0.5364949703
ETH,2015-10-17 23:59:59,0.5471779704
ETH,2015-10-18 23:59:59,0.5177339911
ETH,2015-10-19 23:59:59,0.4890139997
ETH,2015-10-20 23:59:59,0.4348289967
ETH,2015-10-21 23:59:59,0.4473290145
ETH,2015-10-22 23:59:59,0.5677019954
ETH,2015-10-23 23:59:59,0.5396569967
ETH,2015-10-24 23:59:59,0.5635899901
ETH,2015-10-25 23:59:59,0.6160389781
ETH,2015-10-26 23:59:59,0.7313169837
ETH,2015-10-27 23:59:59,0.869641006
ETH,2015-10-28 23:59:59,1.00248003
ETH,2015-10-29 23:59:59,1.206660032
ETH,2015-10-30 23:59:59,1.04121995
ETH,2015-10-31 23:59:59,0.9166269898
ETH,2015-11-01 23:59:59,1.055670023
ETH,2015-11-02 23:59:59,0.9897890091
ETH,2015-11-03 23:59:59,1.013360023
ETH,2015-11-04 23:59:59,0.8990499973
ETH,2015-11-05 23:59:59,0.8956369758
ETH,2015-11-06 23:59:59,0.9260320067
ETH,2015-11-07 23:59:59,0.9279739857
ETH,2015-11-08 23:59:59,1.027469993
ETH,2015-11-09 23:59:59,0.9992780089
ETH,2015-11-10 23:59:59,0.9343479872
ETH,2015-11-11 23:59:59,0.79182899
ETH,2015-11-12 23:59:59,0.8957110047
ETH,2015-11-13 23:59:59,0.9040960073
ETH,2015-11-14 23:59:59,0.8888120055
ETH,2015-11-15 23:59:59,0.9063680172
ETH,2015-11-16 23:59:59,0.9289619923
ETH,2015-11-17 23:59:59,1.007979989
ETH,2015-11-18 23:59:59,0.993318975
ETH,2015-11-19 23:59:59,0.9555320144
ETH,2015-11-20 23:59:59,0.9249200225
ETH,2015-11-21 23:59:59,0.9761400223
ETH,2015-11-22 23:59:59,0.9680179954
ETH,2015-11-23 23:59:59,0.9469689727
ETH,2015-11-24 23:59:59,0.900191009
ETH,2015-11-25 23:59:59,0.8635370135
ETH,2015-11-26 23:59:59,0.8841829896
ETH,2015-11-27 23:59:59,0.8679509759
ETH,2015-11-28 23:59:59,0.9157029986
ETH,2015-11-29 23:59:59,0.8786140084
ETH,2015-11-30 23:59:59,0.8731189966
ETH,2015-12-01 23:59:59,0.8748000264
ETH,2015-12-02 23:59:59,0.8212100267
ETH,2015-12-03 23:59:59,0.8121430278
ETH,2015-12-04 23:59:59,0.8400409818
ETH,2015-12-05 23:59:59,0.8624380231
ETH,2015-12-06 23:59:59,0.8355000019
ETH,2015-12-07 23:59:59,0.8112639785
ETH,2015-12-08 23:59:59,0.8221179843
ETH,2015-12-09 23:59:59,0.7921670079
ETH,2015-12-10 23:59:59,0.840395987
ETH,2015-12-11 23:59:59,0.9297620058
ETH,2015-12-12 23:59:59,0.9769729972
ETH,2015-12-13 23:59:59,0.9528840184
ETH,2015-12-14 23:59:59,0.9930220246
ETH,2015-12-15 23:59:59,1.014150023
ETH,2015-12-16 23:59:59,0.9911820292
ETH,2015-12-17 23:59:59,0.9407010078
ETH,2015-12-18 23:59:59,0.9201269746
ETH,2015-12-19 23:59:59,0.9080719948
ETH,2015-12-20 23:59:59,0.9038850069
ETH,2015-12-21 23:59:59,0.9007710218
ETH,2015-12-22 23:59:59,0.8642020226
ETH,2015-12-23 23:59:59,0.8580769897
ETH,2015-12-24 23:59:59,0.8632619977
ETH,2015-12-25 23:59:59,0.8703629971
ETH,2015-12-26 23:59:59,0.8546029925
ETH,2015-12-27 23:59:59,0.856365025
ETH,2015-12-28 23:59:59,0.8450049758
ETH,2015-12-29 23:59:59,0.8730540276
ETH,2015-12-30 23:59:59,0.9119579792
ETH,2015-12-31 23:59:59,0.9335420132
ETH,2016-01-01 23:59:59,0.9480239749
ETH,2016-01-02 23:59:59,0.9371240139
ETH,2016-01-03 23:59:59,0.9719049931
ETH,2016-01-04 23:59:59,0.9544799924
ETH,2016-01-05 23:59:59,0.9501760006
ETH,2016-01-06 23:59:59,0.9508600235
ETH,2016-01-07 23:59:59,0.9420049787
ETH,2016-01-08 23:59:59,0.9867889881
ETH,2016-01-09 23:59:59,0.9868329763
ETH,2016-01-10 23:59:59,0.9992309809
ETH,2016-01-11 23:59:59,1.06159997
ETH,2016-01-12 23:59:59,1.141000032
ETH,2016-01-13 23:59:59,1.125200033
ETH,2016-01-14 23:59:59,1.189589977
ETH,2016-01-15 23:59:59,1.208009958
ETH,2016-01-16 23:59:59,1.220289946
ETH,2016-01-17 23:59:59,1.327469945
ETH,2016-01-18 23:59:59,1.426339984
ETH,2016-01-19 23:59:59,1.371389985
ETH,2016-01-20 23:59:59,1.531820059
ETH,2016-01-21 23:59:59,1.553570032
ETH,2016-01-22 23:59:59,1.501270056
ETH,2016-01-23 23:59:59,1.972669959
ETH,2016-01-24 23:59:59,2.141200066
ETH,2016-01-25 23:59:59,2.499269962
ETH,2016-01-26 23:59:59,2.276370049
ETH,2016-01-27 23:59:59,2.388550043
ETH,2016-01-28 23:59:59,2.526489973
ETH,2016-01-29 23:59:59,2.49496007
ETH,2016-01-30 23:59:59,2.445060015
ETH,2016-01-31 23:59:59,2.306040049
ETH,2016-02-01 23:59:59,2.211689949
ETH,2016-02-02 23:59:59,2.439640045
ETH,2016-02-03 23:59:59,2.5286901
ETH,2016-02-04 23:59:59,2.578039885
ETH,2016-02-05 23:59:59,2.538990021
ETH,2016-02-06 23:59:59,2.534460068
ETH,2016-02-07 23:59:59,2.964339972
ETH,2016-02-08 23:59:59,3.17979002
ETH,2016-02-09 23:59:59,4.044640064
ETH,2016-02-10 23:59:59,4.436260223
ETH,2016-02-11 23:59:59,6.013100147
ETH,2016-02-12 23:59:59,5.546979904
ETH,2016-02-13 23:59:59,5.385320187
ETH,2016-02-14 23:59:59,5.239729881
ETH,2016-02-15 23:59:59,5.288350105
ETH,2016-02-16 23:59:59,4.315289974
ETH,2016-02-17 23:59:59,3.757240057
ETH,2016-02-18 23:59:59,4.399129868
ETH,2016-02-19 23:59:59,4.737889767
ETH,2016-02-20 23:59:59,4.341330051
ETH,2016-02-21 23:59:59,4.653619766
ETH,2016-02-22 23:59:59,5.616499901
ETH,2016-02-23 23:59:59,5.586209774
ETH,2016-02-24 23:59:59,6.236470222
ETH,2016-02-25 23:59:59,6.104800224
ETH,2016-02-26 23:59:59,5.92166996
ETH,2016-02-27 23:59:59,6.425859928
ETH,2016-02-28 23:59:59,6.468349934
ETH,2016-02-29 23:59:59,6.33698988
ETH,2016-03-01 23:59:59,7.653689861
ETH,2016-03-02 23:59:59,8.465390205
ETH,2016-03-03 23:59:59,9.294150352
ETH,2016-03-04 23:59:59,10.40600014
ETH,2016-03-05 23:59:59,11.00370026
ETH,2016-03-06 23:59:59,11.38290024
ETH,2016-03-07 23:59:59,9.552630424
ETH,2016-03-08 23:59:59,9.84720993
ETH,2016-03-09 23:59:59,11.89799976
ETH,2016-03-10 23:59:59,11.30500031
ETH,2016-03-11 23:59:59,11.08279991
ETH,2016-03-12 23:59:59,13.5333004
ETH,2016-03-13 23:59:59,14.47500038
