Symbol,Date,Close
BTC,2013-04-29 23:59:59,144.5399933
BTC,2013-04-30 23:59:59,139
BTC,2013-05-01 23:59:59,116.9899979
BTC,2013-05-02 23:59:59,105.2099991
BTC,2013-05-03 23:59:59,97.75
BTC,2013-05-04 23:59:59,112.5
BTC,2013-05-05 23:59:59,115.9100037
BTC,2013-05-06 23:59:59,112.3000031
BTC,2013-05-07 23:59:59,111.5
BTC,2013-05-08 23:59:59,113.5660019
BTC,2013-05-09 23:59:59,112.6699982
BTC,2013-05-10 23:59:59,117.1999969
BTC,2013-05-11 23:59:59,115.2429962
BTC,2013-05-12 23:59:59,115
BTC,2013-05-13 23:59:59,117.9800034
BTC,2013-05-14 23:59:59,111.5
BTC,2013-05-15 23:59:59,114.2200012
BTC,2013-05-16 23:59:59,118.7600021
BTC,2013-05-17 23:59:59,123.0149994
BTC,2013-05-18 23:59:59,123.4980011
BTC,2013-05-19 23:59:59,121.9899979
BTC,2013-05-20 23:59:59,122
BTC,2013-05-21 23:59:59,122.8799973
BTC,2013-05-22 23:59:59,123.8889999
BTC,2013-05-23 23:59:59,126.6999969
BTC,2013-05-24 23:59:59,133.1999969
BTC,2013-05-25 23:59:59,131.9799957
BTC,2013-05-26 23:59:59,133.4799957
BTC,2013-05-27 23:59:59,129.7449951
BTC,2013-05-28 23:59:59,129
BTC,2013-05-29 23:59:59,132.3000031
BTC,2013-05-30 23:59:59,128.798996
BTC,2013-05-31 23:59:59,129
BTC,2013-06-01 23:59:59,129.3000031
BTC,2013-06-02 23:59:59,122.2919998
BTC,2013-06-03 23:59:59,122.2220001
BTC,2013-06-04 23:59:59,121.4199982
BTC,2013-06-05 23:59:59,121.6500015
BTC,2013-06-06 23:59:59,118
BTC,2013-06-07 23:59:59,111.5
BTC,2013-06-08 23:59:59,108.3000031
BTC,2013-06-09 23:59:59,100
BTC,2013-06-10 23:59:59,106.3499985
BTC,2013-06-11 23:59:59,108.9000015
BTC,2013-06-12 23:59:59,108.1500015
BTC,2013-06-13 23:59:59,104
BTC,2013-06-14 23:59:59,99.97889709
BTC,2013-06-15 23:59:59,99.98809814
BTC,2013-06-16 23:59:59,99.51000214
BTC,2013-06-17 23:59:59,101.6999969
BTC,2013-06-18 23:59:59,107.4000015
BTC,2013-06-19 23:59:59,108.25
BTC,2013-06-20 23:59:59,110.1500015
BTC,2013-06-21 23:59:59,109.5
BTC,2013-06-22 23:59:59,108.3000031
BTC,2013-06-23 23:59:59,107.5999985
BTC,2013-06-24 23:59:59,102.7369995
